,loss,learning_rate,epoch
152,0.1354,6.204098652099428e-06,2.23
153,0.1357,6.172098134919352e-06,2.24
154,0.1331,6.140097617739277e-06,2.25
155,0.1357,6.108097100559202e-06,2.27
156,0.136,6.076096583379125e-06,2.28
157,0.1292,6.0440960661990496e-06,2.3
158,0.143,6.012095549018974e-06,2.31
159,0.1297,5.980095031838898e-06,2.33
160,0.1326,5.948094514658822e-06,2.34
161,0.1293,5.9160939974787465e-06,2.36
162,0.1357,5.884093480298672e-06,2.37
163,0.1305,5.852092963118597e-06,2.39
164,0.1315,5.82009244593852e-06,2.4
165,0.1325,5.788091928758444e-06,2.41
166,0.1279,5.756091411578369e-06,2.43
167,0.1219,5.7240908943982946e-06,2.44
168,0.1376,5.692090377218217e-06,2.46
169,0.1329,5.660089860038143e-06,2.47
170,0.1227,5.628089342858066e-06,2.49
171,0.1317,5.596088825677991e-06,2.5
172,0.1205,5.564088308497915e-06,2.52
173,0.1361,5.532087791317841e-06,2.53
174,0.1234,5.500087274137763e-06,2.55
175,0.1291,5.468086756957689e-06,2.56
176,0.1314,5.436086239777612e-06,2.57
177,0.1293,5.404085722597537e-06,2.59
178,0.1343,5.3720852054174596e-06,2.6
179,0.1348,5.3400846882373855e-06,2.62
180,0.1208,5.30808417105731e-06,2.63
181,0.1228,5.276083653877236e-06,2.65
182,0.1364,5.244083136697159e-06,2.66
183,0.1325,5.212082619517083e-06,2.68
184,0.1288,5.1800821023370076e-06,2.69
185,0.1265,5.148081585156932e-06,2.71
186,0.1281,5.116081067976856e-06,2.72
187,0.1305,5.08408055079678e-06,2.73
188,0.1335,5.0520800336167045e-06,2.75
189,0.1255,5.02007951643663e-06,2.76
190,0.1298,4.988078999256554e-06,2.78
191,0.1259,4.956078482076478e-06,2.79
192,0.1325,4.924077964896402e-06,2.81
193,0.1304,4.892077447716327e-06,2.82
194,0.1353,4.860076930536251e-06,2.84
195,0.127,4.828076413356175e-06,2.85
196,0.126,4.796075896176099e-06,2.87
197,0.1214,4.764075378996024e-06,2.88
198,0.1385,4.732074861815948e-06,2.89
199,0.1218,4.700074344635872e-06,2.91
200,0.1215,4.668073827455797e-06,2.92
201,0.1254,4.6360733102757214e-06,2.94
202,0.1319,4.604072793095646e-06,2.95
203,0.128,4.57207227591557e-06,2.97
204,0.1291,4.540071758735494e-06,2.98
205,0.1299,4.508071241555418e-06,3.0
206,0.128,4.4760707243753435e-06,3.01
207,0.1215,4.444070207195269e-06,3.03
208,0.1256,4.412069690015193e-06,3.04
209,0.1176,4.380069172835117e-06,3.05
210,0.1181,4.348068655655041e-06,3.07
211,0.1109,4.3160681384749656e-06,3.08
212,0.1185,4.28406762129489e-06,3.1
213,0.1212,4.252067104114814e-06,3.11
214,0.1224,4.220066586934738e-06,3.13
215,0.1184,4.1880660697546625e-06,3.14
216,0.1179,4.156065552574587e-06,3.16
217,0.1302,4.124065035394512e-06,3.17
218,0.1221,4.092064518214436e-06,3.19
219,0.121,4.06006400103436e-06,3.2
220,0.1203,4.028063483854285e-06,3.21
221,0.1143,3.996062966674209e-06,3.23
222,0.1235,3.964062449494133e-06,3.24
223,0.1229,3.932061932314057e-06,3.26
224,0.1173,3.900061415133982e-06,3.27
225,0.1246,3.868060897953907e-06,3.29
226,0.1182,3.836060380773831e-06,3.3
227,0.1148,3.8040598635937548e-06,3.32
228,0.1204,3.772059346413679e-06,3.33
229,0.1215,3.7400588292336033e-06,3.35
230,0.1182,3.708058312053528e-06,3.36
231,0.1206,3.676057794873452e-06,3.37
232,0.1288,3.6440572776933764e-06,3.39
233,0.119,3.6120567605133007e-06,3.4
234,0.1151,3.580056243333225e-06,3.42
235,0.1215,3.5480557261531496e-06,3.43
236,0.1216,3.516055208973074e-06,3.45
237,0.1152,3.484054691792998e-06,3.46
238,0.1105,3.452054174612924e-06,3.48
239,0.1252,3.420053657432848e-06,3.49
240,0.1173,3.388053140252772e-06,3.51
241,0.1235,3.3560526230726963e-06,3.52
242,0.1247,3.324052105892621e-06,3.53
243,0.1182,3.2920515887125452e-06,3.55
244,0.1218,3.2600510715324695e-06,3.56
245,0.1129,3.2280505543523937e-06,3.58
246,0.1239,3.196050037172318e-06,3.59
247,0.1181,3.1640495199922426e-06,3.61
248,0.1125,3.132049002812167e-06,3.62
249,0.1196,3.100048485632091e-06,3.64
250,0.1214,3.0680479684520154e-06,3.65
251,0.1193,3.0360474512719396e-06,3.67
252,0.1182,3.0040469340918643e-06,3.68
253,0.1104,2.9720464169117885e-06,3.69
254,0.1105,2.9400458997317128e-06,3.71
255,0.1157,2.908045382551637e-06,3.72
256,0.1228,2.8760448653715613e-06,3.74
257,0.1233,2.844044348191486e-06,3.75
258,0.1154,2.81204383101141e-06,3.77
259,0.1178,2.7800433138313344e-06,3.78
260,0.1217,2.7480427966512587e-06,3.8
261,0.124,2.716042279471183e-06,3.81
262,0.1175,2.6840417622911076e-06,3.83
263,0.1151,2.652041245111032e-06,3.84
264,0.1187,2.620040727930956e-06,3.85
265,0.1216,2.58804021075088e-06,3.87
266,0.1133,2.556039693570804e-06,3.88
267,0.1097,2.5240391763907292e-06,3.9
268,0.1141,2.4920386592106535e-06,3.91
269,0.1175,2.4600381420305777e-06,3.93
270,0.1198,2.428037624850502e-06,3.94
271,0.1145,2.3960371076704275e-06,3.96
272,0.1178,2.3640365904903517e-06,3.97
273,0.1107,2.332036073310276e-06,3.99
274,0.1153,2.3000355561302e-06,4.0
275,0.1121,2.268035038950125e-06,4.01
276,0.1076,2.236034521770049e-06,4.03
277,0.1136,2.2040340045899734e-06,4.04
278,0.1174,2.1720334874098976e-06,4.06
279,0.1189,2.140032970229822e-06,4.07
280,0.1109,2.1080324530497465e-06,4.09
281,0.1122,2.0760319358696708e-06,4.1
282,0.1066,2.044031418689595e-06,4.12
283,0.1092,2.0120309015095193e-06,4.13
284,0.1102,1.980030384329444e-06,4.15
285,0.115,1.948029867149368e-06,4.16
286,0.1108,1.9160293499692924e-06,4.17
287,0.1108,1.8840288327892167e-06,4.19
288,0.1066,1.852028315609141e-06,4.2
289,0.1057,1.8200277984290658e-06,4.22
290,0.1114,1.7880272812489898e-06,4.23
291,0.1173,1.756026764068914e-06,4.25
292,0.1124,1.7240262468888383e-06,4.26
293,0.1146,1.6920257297087626e-06,4.28
294,0.1132,1.6600252125286872e-06,4.29
295,0.1123,1.6280246953486115e-06,4.31
296,0.1145,1.5960241781685357e-06,4.32
297,0.1071,1.56402366098846e-06,4.33
298,0.1142,1.532023143808384e-06,4.35
299,0.1114,1.5000226266283089e-06,4.36
300,0.1127,1.4680221094482331e-06,4.38
301,0.1095,1.4360215922681572e-06,4.39
302,0.1065,1.4040210750880818e-06,4.41
303,0.1139,1.3720205579080071e-06,4.42
304,0.1098,1.3400200407279312e-06,4.44
305,0.1114,1.3080195235478556e-06,4.45
306,0.1091,1.2760190063677803e-06,4.47
307,0.1118,1.2440184891877045e-06,4.48
308,0.1146,1.2120179720076288e-06,4.49
309,0.1086,1.180017454827553e-06,4.51
310,0.1047,1.1480169376474773e-06,4.52
311,0.1133,1.116016420467402e-06,4.54
312,0.1051,1.0840159032873262e-06,4.55
313,0.111,1.0520153861072504e-06,4.57
314,0.1108,1.0200148689271747e-06,4.58
315,0.1109,9.88014351747099e-07,4.6
316,0.1096,9.560138345670234e-07,4.61
317,0.108,9.240133173869477e-07,4.63
318,0.1124,8.920128002068721e-07,4.64
319,0.1076,8.600122830267964e-07,4.65
320,0.1083,8.280117658467207e-07,4.67
321,0.1081,7.96011248666645e-07,4.68
322,0.1119,7.640107314865694e-07,4.7
323,0.11,7.320102143064937e-07,4.71
324,0.104,7.00009697126418e-07,4.73
325,0.1095,6.680091799463423e-07,4.74
326,0.1037,6.360086627662667e-07,4.76
327,0.1054,6.04008145586191e-07,4.77
328,0.1078,5.720076284061154e-07,4.79
329,0.1043,5.400071112260396e-07,4.8
330,0.1058,5.08006594045964e-07,4.81
331,0.1056,4.7600607686588837e-07,4.83
332,0.112,4.4400555968581267e-07,4.84
333,0.1083,4.1200504250573697e-07,4.86
334,0.109,3.800045253256613e-07,4.87
335,0.1133,3.480040081455868e-07,4.89
336,0.1193,3.16003490965511e-07,4.9
337,0.1097,2.840029737854354e-07,4.92
338,0.1088,2.520024566053597e-07,4.93
339,0.1104,2.2000193942528405e-07,4.95
340,0.1144,1.8800142224520837e-07,4.96
341,0.1144,1.560009050651327e-07,4.97
342,0.1082,1.2400038788505702e-07,4.99
