,loss,learning_rate,epoch
155,0.1337,5.182758620689655e-06,2.69
156,0.1233,5.144827586206897e-06,2.71
157,0.129,5.106896551724139e-06,2.72
158,0.1295,5.068965517241378e-06,2.74
159,0.129,5.0310344827586215e-06,2.76
160,0.1377,4.993103448275861e-06,2.78
161,0.1302,4.955172413793103e-06,2.79
162,0.1297,4.917241379310345e-06,2.81
163,0.1177,4.879310344827586e-06,2.83
164,0.1296,4.841379310344828e-06,2.84
165,0.1349,4.803448275862069e-06,2.86
166,0.1356,4.76551724137931e-06,2.88
167,0.1229,4.727586206896551e-06,2.9
168,0.1243,4.689655172413793e-06,2.91
169,0.1385,4.6517241379310345e-06,2.93
170,0.1281,4.613793103448275e-06,2.95
171,0.1318,4.575862068965517e-06,2.97
172,0.1242,4.537931034482759e-06,2.98
173,0.1186,4.499999999999999e-06,3.0
174,0.1193,4.4620689655172415e-06,3.02
175,0.128,4.424137931034483e-06,3.03
176,0.1175,4.386206896551724e-06,3.05
177,0.1223,4.348275862068965e-06,3.07
178,0.1196,4.310344827586207e-06,3.09
179,0.1162,4.2724137931034485e-06,3.1
180,0.1189,4.234482758620689e-06,3.12
181,0.124,4.196551724137931e-06,3.14
182,0.1227,4.158620689655173e-06,3.16
183,0.1239,4.120689655172413e-06,3.17
184,0.1257,4.082758620689655e-06,3.19
185,0.1195,4.044827586206897e-06,3.21
186,0.1211,4.006896551724138e-06,3.22
187,0.1199,3.968965517241379e-06,3.24
188,0.1186,3.931034482758621e-06,3.26
189,0.1227,3.893103448275862e-06,3.28
190,0.1212,3.855172413793104e-06,3.29
191,0.1178,3.817241379310344e-06,3.31
192,0.1211,3.7793103448275866e-06,3.33
193,0.122,3.7413793103448275e-06,3.34
194,0.1146,3.703448275862068e-06,3.36
195,0.1186,3.6655172413793107e-06,3.38
196,0.1223,3.6275862068965517e-06,3.4
197,0.1197,3.589655172413793e-06,3.41
198,0.119,3.5517241379310345e-06,3.43
199,0.1222,3.513793103448276e-06,3.45
200,0.1125,3.475862068965517e-06,3.47
201,0.1205,3.4379310344827582e-06,3.48
202,0.115,3.4000000000000005e-06,3.5
203,0.1143,3.362068965517242e-06,3.52
204,0.1139,3.3241379310344824e-06,3.53
205,0.1176,3.2862068965517247e-06,3.55
206,0.1151,3.2482758620689656e-06,3.57
207,0.12,3.2103448275862066e-06,3.59
208,0.1153,3.1724137931034476e-06,3.6
209,0.1158,3.13448275862069e-06,3.62
210,0.1166,3.0965517241379308e-06,3.64
211,0.1199,3.058620689655172e-06,3.66
212,0.1207,3.020689655172414e-06,3.67
213,0.1214,2.9827586206896554e-06,3.69
214,0.1182,2.9448275862068963e-06,3.71
215,0.1078,2.906896551724137e-06,3.72
216,0.122,2.8689655172413795e-06,3.74
217,0.117,2.8310344827586205e-06,3.76
218,0.1127,2.793103448275861e-06,3.78
219,0.1164,2.7551724137931037e-06,3.79
220,0.1271,2.7172413793103447e-06,3.81
221,0.1149,2.679310344827586e-06,3.83
222,0.1155,2.641379310344827e-06,3.84
223,0.1106,2.6034482758620693e-06,3.86
224,0.1167,2.56551724137931e-06,3.88
225,0.1153,2.5275862068965512e-06,3.9
226,0.1176,2.4896551724137935e-06,3.91
227,0.1169,2.4517241379310344e-06,3.93
228,0.1172,2.4137931034482754e-06,3.95
229,0.1196,2.3758620689655176e-06,3.97
230,0.1117,2.3379310344827586e-06,3.98
231,0.1157,2.2999999999999996e-06,4.0
232,0.1053,2.262068965517241e-06,4.02
233,0.1131,2.224137931034483e-06,4.03
234,0.1118,2.186206896551724e-06,4.05
235,0.1105,2.148275862068965e-06,4.07
236,0.1085,2.1103448275862074e-06,4.09
237,0.1121,2.0724137931034484e-06,4.1
238,0.1044,2.0344827586206893e-06,4.12
239,0.1061,1.9965517241379307e-06,4.14
240,0.1083,1.9586206896551725e-06,4.16
241,0.1056,1.920689655172414e-06,4.17
242,0.107,1.8827586206896547e-06,4.19
243,0.1112,1.8448275862068971e-06,4.21
244,0.1132,1.8068965517241379e-06,4.22
245,0.1034,1.768965517241379e-06,4.24
246,0.1039,1.73103448275862e-06,4.26
247,0.1101,1.6931034482758623e-06,4.28
248,0.1105,1.6551724137931032e-06,4.29
249,0.1066,1.6172413793103448e-06,4.31
250,0.108,1.5793103448275864e-06,4.33
251,0.1138,1.541379310344828e-06,4.34
252,0.1046,1.5034482758620688e-06,4.36
253,0.1109,1.4655172413793113e-06,4.38
254,0.103,1.427586206896552e-06,4.4
255,0.1129,1.389655172413793e-06,4.41
256,0.1136,1.351724137931034e-06,4.43
257,0.1095,1.3137931034482762e-06,4.45
258,0.1066,1.2758620689655172e-06,4.47
259,0.1146,1.2379310344827581e-06,4.48
260,0.1159,1.2000000000000004e-06,4.5
261,0.1078,1.1620689655172418e-06,4.52
262,0.1089,1.1241379310344827e-06,4.53
263,0.1113,1.0862068965517237e-06,4.55
264,0.1076,1.048275862068966e-06,4.57
265,0.1136,1.010344827586207e-06,4.59
266,0.1055,9.724137931034479e-07,4.6
267,0.1053,9.3448275862069e-07,4.62
268,0.099,8.965517241379312e-07,4.64
269,0.1193,8.586206896551723e-07,4.66
270,0.1018,8.206896551724132e-07,4.67
271,0.1106,7.827586206896555e-07,4.69
272,0.105,7.448275862068965e-07,4.71
273,0.1059,7.068965517241374e-07,4.72
274,0.1075,6.689655172413798e-07,4.74
275,0.1098,6.310344827586208e-07,4.76
276,0.117,5.931034482758618e-07,4.78
277,0.1087,5.55172413793104e-07,4.79
278,0.109,5.17241379310345e-07,4.81
279,0.1073,4.793103448275862e-07,4.83
280,0.1075,4.4137931034482715e-07,4.84
281,0.1067,4.0344827586206934e-07,4.86
282,0.1078,3.6551724137931036e-07,4.88
283,0.1083,3.2758620689655143e-07,4.9
284,0.1076,2.8965517241379356e-07,4.91
285,0.1055,2.5172413793103464e-07,4.93
286,0.1132,2.1379310344827574e-07,4.95
287,0.1071,1.758620689655168e-07,4.97
288,0.1048,1.3793103448275892e-07,4.98
289,0.1193,1e-07,5.0
